Date,Ticker,Adj Close,Target_400_buy,Target_400_sell,Datelogic,combine,LO,Trade,TradeQut,TotalQut,Cash,Target_400_exp,returns,Ticker,Adj Close,Target_400_buy,Target_400_sell,Datelogic,combine,LO,Trade,TradeQut,TotalQut,Cash,Target_400_exp,returns,Ticker,Adj Close,Target_400_buy,Target_400_sell,Datelogic,combine,LO,Trade,TradeQut,TotalQut,Cash,Target_400_exp,returns,Ticker,Adj Close,Target_400_buy,Target_400_sell,Datelogic,combine,LO,Trade,TradeQut,TotalQut,Cash,Target_400_exp,returns,Ticker,Adj Close,Target_400_buy,Target_400_sell,Datelogic,combine,LO,Trade,TradeQut,TotalQut,Cash,Target_400_exp,returns
2023-03-02,SPY,396.2975158691406,400,400,1,0.1,0.7999999999999999,0.09999999999999998,2.0,16.0,4075.8298950195312,10416.590148925781,0.004127376266259919,SPY,396.2975158691406,400,400,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,396.2975158691406,400,400,1,0.1,0.2,0.1,2.0,4.0,8420.926574707031,10006.116638183594,0.0006116638183593093,SPY,396.2975158691406,400,400,0,0.0,0.6,0.0,0.0,12.0,5240.8433837890625,9996.41357421875,0.0036848277009522423,SPY,396.2975158691406,400,400,0,0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10198.382873535156,0.004821256973231103
2023-03-03,SPY,402.65325927734375,400,400,1,-0.1,0.7,-0.09999999999999998,-2.0,14.0,4881.136413574219,10518.282043457031,0.009762493587379684,SPY,402.65325927734375,400,400,0,-0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,402.65325927734375,400,400,1,-0.1,0.1,-0.1,-2.0,2.0,9226.233093261719,10031.539611816406,0.0025407432825435006,SPY,402.65325927734375,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10072.682495117188,0.007629628399443034,SPY,402.65325927734375,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10300.074768066406,0.009971374461253069
2023-03-06,SPY,402.9322204589844,400,400,1,-0.1,0.6,-0.09999999999999998,-2.0,12.0,5687.0008544921875,10522.1875,0.00037130175125876796,SPY,402.9322204589844,400,400,0,-0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,402.9322204589844,400,400,1,-0.1,0.0,-0.1,-2.0,0.0,10032.097534179688,10032.097534179688,5.561682302723803e-05,SPY,402.9322204589844,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10076.030029296875,0.0003323379031663354,SPY,402.9322204589844,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10304.538146972656,0.0004333346122968873
2023-03-07,SPY,396.7557678222656,400,400,1,0.1,0.7,0.09999999999999998,2.0,14.0,4893.489318847656,10448.070068359375,-0.0070439185426628415,SPY,396.7557678222656,400,400,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,396.7557678222656,400,400,1,0.1,0.1,0.1,2.0,2.0,9238.585998535156,10032.097534179688,0.0,SPY,396.7557678222656,400,400,0,0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10001.91259765625,-0.007355816866873366,SPY,396.7557678222656,400,400,0,0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10205.714904785156,-0.009590264093159107
2023-03-08,SPY,397.4033203125,400,400,1,0.1,0.7999999999999999,0.09999999999999998,2.0,16.0,4098.682678222656,10457.135803222656,0.00086769468466108,SPY,397.4033203125,400,400,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,397.4033203125,400,400,1,0.1,0.2,0.1,2.0,4.0,8443.779357910156,10033.392639160156,0.00012909613129830078,SPY,397.4033203125,400,400,0,0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10009.683227539062,0.000776914395816064,SPY,397.4033203125,400,400,0,0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10216.075744628906,0.0010151998111265215
2023-03-09,SPY,390.0712890625,400,400,1,0.1,0.8999999999999999,0.09999999999999998,2.0,18.0,3318.5401000976562,10339.823303222656,-0.01121841603738638,SPY,390.0712890625,400,400,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,390.0712890625,400,400,1,0.1,0.30000000000000004,0.10000000000000003,2.0,6.0,7663.636779785156,10004.064514160156,-0.0029230516590702527,SPY,390.0712890625,400,400,0,0.0,0.6,0.0,0.0,12.0,5240.8433837890625,9921.698852539062,-0.008789926014634908,SPY,390.0712890625,400,400,0,0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10098.763244628906,-0.011483127468164711
2023-03-10,SPY,384.4427795410156,400,400,1,0.1,0.9999999999999999,0.09999999999999998,2.0,20.0,2549.654541015625,10238.510131835938,-0.009798346491582843,SPY,384.4427795410156,400,400,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,384.4427795410156,400,400,1,0.1,0.4,0.09999999999999998,2.0,8.0,6894.751220703125,9970.29345703125,-0.0033757336411720518,SPY,384.4427795410156,400,400,0,0.0,0.6,0.0,0.0,12.0,5240.8433837890625,9854.15673828125,-0.0068075150497566295,SPY,384.4427795410156,400,400,0,0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10008.707092285156,-0.008917542689363178
2023-03-13,SPY,383.8948364257813,400,400,1,0.1,1.0,1.1102230246251565e-16,0.0,20.0,2549.654541015625,10227.55126953125,-0.0010703571284860214,SPY,383.8948364257813,400,400,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,383.8948364257813,400,400,1,0.1,0.5,0.09999999999999998,2.0,10.0,6126.9615478515625,9965.909912109375,-0.0004396605717541524,SPY,383.8948364257813,400,400,0,0.0,0.6,0.0,0.0,12.0,5240.8433837890625,9847.581420898438,-0.0006672633242446047,SPY,383.8948364257813,400,400,0,0.0,0.8,0.0,0.0,16.0,3857.6226196289062,9999.940002441406,-0.000875946289856766
2023-03-14,SPY,390.24066162109375,400,400,1,0.1,1.0,0.0,0.0,20.0,2549.654541015625,10354.4677734375,0.012409275745636661,SPY,390.24066162109375,400,400,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,390.24066162109375,400,400,1,0.1,0.6,0.09999999999999998,2.0,12.0,5346.480224609375,10029.3681640625,0.006367532168439327,SPY,390.24066162109375,400,400,0,0.0,0.6,0.0,0.0,12.0,5240.8433837890625,9923.731323242188,0.007732853285391084,SPY,390.24066162109375,400,400,0,0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10101.473205566406,0.010153381230308511
2023-03-15,SPY,387.7999572753906,400,400,1,0.1,1.0,0.0,0.0,20.0,2549.654541015625,10305.653686523438,-0.0047143018822547456,SPY,387.7999572753906,400,400,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,387.7999572753906,400,400,1,0.1,0.7,0.09999999999999998,2.0,14.0,4570.880310058594,10000.079711914062,-0.00292026892116537,SPY,387.7999572753906,400,400,0,0.0,0.6,0.0,0.0,12.0,5240.8433837890625,9894.44287109375,-0.0029513548074242557,SPY,387.7999572753906,400,400,0,0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10062.421936035156,-0.003865898442390603
2023-03-16,SPY,394.6039733886719,400,400,1,0.1,1.0,0.0,0.0,20.0,2549.654541015625,10441.734008789062,0.01320443383844494,SPY,394.6039733886719,400,400,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,394.6039733886719,400,400,1,0.1,0.7999999999999999,0.09999999999999998,2.0,16.0,3781.67236328125,10095.3359375,0.00952554662863836,SPY,394.6039733886719,400,400,0,0.0,0.6,0.0,0.0,12.0,5240.8433837890625,9976.091064453125,0.008251924279426337,SPY,394.6039733886719,400,400,0,0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10171.286193847656,0.01081889216180043
2023-03-17,SPY,389.989990234375,400,400,1,0.1,1.0,0.0,0.0,20.0,2549.654541015625,10349.454345703125,-0.008837580329882355,SPY,389.989990234375,400,400,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,389.989990234375,400,400,1,0.1,0.8999999999999999,0.09999999999999998,2.0,18.0,3001.6923828125,10021.51220703125,-0.007312657144426971,SPY,389.989990234375,400,400,0,0.0,0.6,0.0,0.0,12.0,5240.8433837890625,9920.723266601562,-0.005550049362404996,SPY,389.989990234375,400,400,0,0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10097.462463378906,-0.007258052625970124
2023-03-20,SPY,393.739990234375,400,400,1,0.1,1.0,0.0,0.0,20.0,2549.654541015625,10424.454345703125,0.0072467588623297274,SPY,393.739990234375,400,400,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,393.739990234375,400,400,1,0.1,0.9999999999999999,0.09999999999999998,2.0,20.0,2214.21240234375,10089.01220703125,0.00673551043051579,SPY,393.739990234375,400,400,0,0.0,0.6,0.0,0.0,12.0,5240.8433837890625,9965.723266601562,0.004535959606039475,SPY,393.739990234375,400,400,0,0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10157.462463378906,0.005942086956758352
2023-03-21,SPY,398.9100036621094,400,400,1,0.1,1.0,0.0,0.0,20.0,2549.654541015625,10527.854614257812,0.009919010158772279,SPY,398.9100036621094,400,400,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,398.9100036621094,400,400,1,0.1,1.0,1.1102230246251565e-16,0.0,20.0,2214.21240234375,10192.412475585938,0.010248800024508453,SPY,398.9100036621094,400,400,0,0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10027.763427734375,0.006225354595258414,SPY,398.9100036621094,400,400,0,0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10240.182678222656,0.008143787401822422
2023-03-22,SPY,392.1099853515625,400,400,1,0.1,1.0,0.0,0.0,20.0,2549.654541015625,10391.854248046875,-0.012918146307487333,SPY,392.1099853515625,400,400,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,392.1099853515625,400,400,1,0.1,1.0,0.0,0.0,20.0,2214.21240234375,10056.412109375,-0.013343294979152542,SPY,392.1099853515625,400,400,0,0.0,0.6,0.0,0.0,12.0,5240.8433837890625,9946.163208007812,-0.008137429678573782,SPY,392.1099853515625,400,400,0,0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10131.382385253906,-0.01062483906660483
2023-03-23,SPY,393.1700134277344,400,400,1,0.1,1.0,0.0,0.0,20.0,2549.654541015625,10413.054809570312,0.002040113440527014,SPY,393.1700134277344,400,400,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,393.1700134277344,400,400,1,0.1,1.0,0.0,0.0,20.0,2214.21240234375,10077.612670898438,0.002108163557027698,SPY,393.1700134277344,400,400,0,0.0,0.6,0.0,0.0,12.0,5240.8433837890625,9958.883544921875,0.001278918980921251,SPY,393.1700134277344,400,400,0,0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10148.342834472656,0.0016740508426011935
2023-03-24,SPY,395.75,400,400,1,0.1,1.0,0.0,0.0,20.0,2549.654541015625,10464.654541015625,0.004955292408322709,SPY,395.75,400,400,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,395.75,400,400,1,0.1,1.0,0.0,0.0,20.0,2214.21240234375,10129.21240234375,0.005120233643660432,SPY,395.75,400,400,0,0.0,0.6,0.0,0.0,12.0,5240.8433837890625,9989.843383789062,0.0031087660306032827,SPY,395.75,400,400,0,0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10189.622619628906,0.004067638020271325
2023-03-27,SPY,396.489990234375,400,400,1,0.1,1.0,0.0,0.0,20.0,2549.654541015625,10479.454345703125,0.0014142659587559336,SPY,396.489990234375,400,400,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,396.489990234375,400,400,1,0.1,1.0,0.0,0.0,20.0,2214.21240234375,10144.01220703125,0.001461101228766415,SPY,396.489990234375,400,400,0,0.0,0.6,0.0,0.0,12.0,5240.8433837890625,9998.723266601562,0.0008888910938193995,SPY,396.489990234375,400,400,0,0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10201.462463378906,0.0011619511528515591
2023-03-28,SPY,395.6000061035156,400,400,1,0.1,1.0,0.0,0.0,20.0,2549.654541015625,10461.654663085938,-0.0016985314339850177,SPY,395.6000061035156,400,400,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,395.6000061035156,400,400,1,0.1,1.0,0.0,0.0,20.0,2214.21240234375,10126.212524414062,-0.0017546984619014605,SPY,395.6000061035156,400,400,0,0.0,0.6,0.0,0.0,12.0,5240.8433837890625,9988.04345703125,-0.0010681173271377409,SPY,395.6000061035156,400,400,0,0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10187.222717285156,-0.001395853402869185
2023-03-29,SPY,401.3500061035156,400,400,1,-0.1,0.9,-0.09999999999999998,-2.0,18.0,3352.3545532226562,10576.654663085938,0.010992524959342997,SPY,401.3500061035156,400,400,0,-0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,401.3500061035156,400,400,1,-0.1,0.9,-0.09999999999999998,-2.0,18.0,3016.9124145507812,10241.212524414062,0.01135666466832852,SPY,401.3500061035156,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10057.04345703125,0.006908259890622048,SPY,401.3500061035156,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10279.222717285156,0.00903092064963884
2023-03-30,SPY,403.7000122070313,400,400,1,-0.1,0.8,-0.09999999999999998,-2.0,16.0,4159.754577636719,10618.954772949219,0.003999384607962453,SPY,403.7000122070313,400,400,0,-0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,403.7000122070313,400,400,1,-0.1,0.8,-0.09999999999999998,-2.0,16.0,3824.3124389648438,10283.512634277344,0.004130381022993346,SPY,403.7000122070313,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10085.243530273438,0.002804012268881273,SPY,403.7000122070313,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10316.822814941406,0.003657873624337782
2023-03-31,SPY,409.3900146484375,400,400,1,-0.1,0.7000000000000001,-0.09999999999999998,-2.0,14.0,4978.534606933594,10709.994812011719,0.00857335218099009,SPY,409.3900146484375,400,400,0,-0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,409.3900146484375,400,400,1,-0.1,0.7000000000000001,-0.09999999999999998,-2.0,14.0,4643.092468261719,10374.552673339844,0.008853009890710029,SPY,409.3900146484375,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10153.523559570312,0.006770290582663208,SPY,409.3900146484375,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10407.862854003906,0.00882442595899291
2023-04-03,SPY,410.9500122070313,400,400,1,-0.1,0.6000000000000001,-0.09999999999999998,-2.0,12.0,5800.434631347656,10731.834777832031,0.0020392134827009745,SPY,410.9500122070313,400,400,1,-0.1,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,410.9500122070313,400,400,0,-0.0,0.7000000000000001,0.0,0.0,14.0,4643.092468261719,10396.392639160156,0.0021051477117115525,SPY,410.9500122070313,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10172.243530273438,0.0018436920536299972,SPY,410.9500122070313,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10432.822814941406,0.0023981831128663256
2023-04-04,SPY,408.6700134277344,400,400,1,-0.1,0.5000000000000001,-0.09999999999999998,-2.0,10.0,6617.774658203125,10704.474792480469,-0.0025494229009263014,SPY,408.6700134277344,400,400,1,-0.1,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,408.6700134277344,400,400,0,-0.0,0.7000000000000001,0.0,0.0,14.0,4643.092468261719,10364.47265625,-0.0030702940931571776,SPY,408.6700134277344,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10144.883544921875,-0.002689670697534563,SPY,408.6700134277344,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10396.342834472656,-0.0034966548474786308
2023-04-05,SPY,407.6000061035156,400,400,1,-0.1,0.40000000000000013,-0.09999999999999998,-2.0,8.0,7432.974670410156,10693.774719238281,-0.0009995888121203667,SPY,407.6000061035156,400,400,1,-0.1,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,407.6000061035156,400,400,0,-0.0,0.7000000000000001,0.0,0.0,14.0,4643.092468261719,10349.492553710938,-0.001445331859699528,SPY,407.6000061035156,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10132.04345703125,-0.0012656712946746973,SPY,407.6000061035156,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10379.222717285156,-0.0016467441926532045
2023-04-06,SPY,409.1900024414063,400,400,1,-0.1,0.30000000000000016,-0.09999999999999998,-2.0,6.0,8251.354675292969,10706.494689941406,0.0011894743471865254,SPY,409.1900024414063,400,400,1,-0.1,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,409.1900024414063,400,400,0,-0.0,0.7000000000000001,0.0,0.0,14.0,4643.092468261719,10371.752502441406,0.0021508251361064268,SPY,409.1900024414063,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10151.123413085938,0.0018831301045640902,SPY,409.1900024414063,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10404.662658691406,0.0024510449480850127
2023-04-10,SPY,409.6099853515625,400,400,1,-0.1,0.20000000000000015,-0.1,-2.0,4.0,9070.574645996094,10709.014587402344,0.00023536157574577388,SPY,409.6099853515625,400,400,1,-0.1,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,409.6099853515625,400,400,0,-0.0,0.7000000000000001,0.0,0.0,14.0,4643.092468261719,10377.632263183594,0.0005669013737845674,SPY,409.6099853515625,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10156.163208007812,0.0004964765688275641,SPY,409.6099853515625,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10411.382385253906,0.000645838003876742
2023-04-11,SPY,409.7200012207031,400,400,1,-0.1,0.10000000000000014,-0.1,-2.0,2.0,9890.0146484375,10709.454650878906,4.10928076501893e-05,SPY,409.7200012207031,400,400,1,-0.1,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,409.7200012207031,400,400,0,-0.0,0.7000000000000001,0.0,0.0,14.0,4643.092468261719,10379.172485351562,0.0001484174934038851,SPY,409.7200012207031,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10157.4833984375,0.0001299890916135471,SPY,409.7200012207031,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10413.142639160156,0.00016907014276434928
2023-04-12,SPY,408.0499877929688,400,400,1,-0.1,1.3877787807814457e-16,-0.1,-2.0,0.0,10706.114624023438,10706.114624023438,-0.00031187646470820507,SPY,408.0499877929688,400,400,1,-0.1,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,408.0499877929688,400,400,0,-0.0,0.7000000000000001,0.0,0.0,14.0,4643.092468261719,10355.792297363281,-0.0022526061707981437,SPY,408.0499877929688,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10137.443237304688,-0.0019729454970996985,SPY,408.0499877929688,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10386.422424316406,-0.00256600872279078
2023-04-13,SPY,413.4700012207031,400,400,1,-0.1,0.0,-1.3877787807814457e-16,-0.0,0.0,10706.114624023438,10706.114624023438,0.0,SPY,413.4700012207031,400,400,1,-0.1,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,413.4700012207031,400,400,0,-0.0,0.7000000000000001,0.0,0.0,14.0,4643.092468261719,10431.672485351562,0.0073273184522637536,SPY,413.4700012207031,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10202.4833984375,0.006415834802750986,SPY,413.4700012207031,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10473.142639160156,0.008349382617129253
2023-04-14,SPY,412.4599914550781,400,400,1,-0.1,0.0,0.0,0.0,0.0,10706.114624023438,10706.114624023438,0.0,SPY,412.4599914550781,400,400,1,-0.1,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,412.4599914550781,400,400,0,-0.0,0.7000000000000001,0.0,0.0,14.0,4643.092468261719,10417.532348632812,-0.0013555004471820231,SPY,412.4599914550781,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10190.36328125,-0.00118795755054657,SPY,412.4599914550781,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10456.982482910156,-0.001543009276850249
2023-04-17,SPY,413.9400024414063,400,400,1,-0.1,0.0,0.0,0.0,0.0,10706.114624023438,10706.114624023438,0.0,SPY,413.9400024414063,400,400,1,-0.1,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,413.9400024414063,400,400,0,-0.0,0.7000000000000001,0.0,0.0,14.0,4643.092468261719,10438.252502441406,0.001988969471384827,SPY,413.9400024414063,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10208.123413085938,0.0017428359858981946,SPY,413.9400024414063,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10480.662658691406,0.0022645324136241207
2023-04-18,SPY,414.2099914550781,400,400,1,-0.1,0.0,0.0,0.0,0.0,10706.114624023438,10706.114624023438,0.0,SPY,414.2099914550781,400,400,1,-0.1,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,414.2099914550781,400,400,0,-0.0,0.7000000000000001,0.0,0.0,14.0,4643.092468261719,10442.032348632812,0.0003621148454229228,SPY,414.2099914550781,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10211.36328125,0.00031738136706982445,SPY,414.2099914550781,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10484.982482910156,0.00041217090554557245
2023-04-19,SPY,414.1400146484375,400,400,1,-0.1,0.0,0.0,0.0,0.0,10706.114624023438,10706.114624023438,0.0,SPY,414.1400146484375,400,400,1,-0.1,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,414.1400146484375,400,400,0,-0.0,0.7000000000000001,0.0,0.0,14.0,4643.092468261719,10441.052673339844,-9.382036563954088e-05,SPY,414.1400146484375,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10210.523559570312,-8.223404226836983e-05,SPY,414.1400146484375,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10483.862854003906,-0.00010678405119657342
2023-04-20,SPY,411.8800048828125,400,400,1,-0.1,0.0,0.0,0.0,0.0,10706.114624023438,10706.114624023438,0.0,SPY,411.8800048828125,400,400,1,-0.1,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,411.8800048828125,400,400,0,-0.0,0.7000000000000001,0.0,0.0,14.0,4643.092468261719,10409.412536621094,-0.0030303588832130135,SPY,411.8800048828125,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10183.403442382812,-0.002656094668336606,SPY,411.8800048828125,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10447.702697753906,-0.0034491252655207694
2023-04-21,SPY,412.2000122070313,400,400,1,-0.1,0.0,0.0,0.0,0.0,10706.114624023438,10706.114624023438,0.0,SPY,412.2000122070313,400,400,1,-0.1,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,412.2000122070313,400,400,0,-0.0,0.7000000000000001,0.0,0.0,14.0,4643.092468261719,10413.892639160156,0.0004303895655304313,SPY,412.2000122070313,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10187.243530273438,0.0003770927777095867,SPY,412.2000122070313,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10452.822814941406,0.0004900711032485017
2023-04-24,SPY,412.6300048828125,400,400,1,-0.1,0.0,0.0,0.0,0.0,10706.114624023438,10706.114624023438,0.0,SPY,412.6300048828125,400,400,1,-0.1,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,412.6300048828125,400,400,0,-0.0,0.7000000000000001,0.0,0.0,14.0,4643.092468261719,10419.912536621094,0.0005780640985582064,SPY,412.6300048828125,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10192.403442382812,0.0005065071914733821,SPY,412.6300048828125,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10459.702697753906,0.0006581841990727089
2023-04-25,SPY,406.0799865722656,400,400,1,-0.1,0.0,0.0,0.0,0.0,10706.114624023438,10706.114624023438,0.0,SPY,406.0799865722656,400,400,1,-0.1,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,406.0799865722656,400,400,0,-0.0,0.7000000000000001,0.0,0.0,14.0,4643.092468261719,10328.212280273438,-0.00880048234813613,SPY,406.0799865722656,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10113.80322265625,-0.007711647225395413,SPY,406.0799865722656,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10354.902404785156,-0.010019433247491327
2023-04-26,SPY,404.3599853515625,400,400,1,-0.1,0.0,0.0,0.0,0.0,10706.114624023438,10706.114624023438,0.0,SPY,404.3599853515625,400,400,1,-0.1,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,SPY,404.3599853515625,400,400,0,-0.0,0.7000000000000001,0.0,0.0,14.0,4643.092468261719,10304.132263183594,-0.002331479682678106,SPY,404.3599853515625,400,400,0,-0.0,0.6,0.0,0.0,12.0,5240.8433837890625,10093.163208007812,-0.0020407767675567623,SPY,404.3599853515625,400,400,0,-0.0,0.8,0.0,0.0,16.0,3857.6226196289062,10327.382385253906,-0.0026576802422138
